record_id,timestamp,seller_id,buyer_id,property_type,neighborhood,city,state,latitude,longitude,area_m2,bedrooms,bathrooms,parking_spots,year_built,furnished,condo_fee_brl,price_brl,buyer_notes
bb4850b7-04e7-4e02-8a1f-cb2c75d2a4aa,2026-09-18T17:20:01.847379,S-2C28650D,B-4559E012,commercial,Vila Mariana,São Paulo,SP,-23.58518,-46.642773,98.2,0,1,2,1979,True,1827.02,2386455.49,
0f3d0a82-39ed-4581-a9a2-843be981ed74,2026-09-18T17:20:01.847561,S-446C83D7,B-F40188B2,studio,Vila Mariana,São Paulo,SP,-23.587319,-46.637267,157.7,0,1,3,1995,True,2498.81,401090.22,"Very interested, likely to make an offer."
f4c999ff-5d82-4eb5-b8c7-eb41225dd0ab,2026-09-18T17:20:01.847697,S-C05E5678,B-10E85E2E,commercial,Santo André,São Paulo,SP,-23.669119,-46.53545,272.4,0,1,0,2001,False,2454.82,476405.55,"Very interested, likely to make an offer."
461f768b-5142-49e5-8876-9f24b0ed3430,2026-09-18T17:20:01.847809,S-0A83D388,B-791218BF,penthouse,Aclimação,São Paulo,SP,-23.566534,-46.637579,275.0,4,3,0,1991,False,601.88,3876787.76,
f774cd5c-6f92-42d7-ac72-1493d49124f6,2026-09-18T17:20:01.847930,S-0EEAB4A9,B-C49B87D2,penthouse,Vila Andrade,São Paulo,SP,-23.641232,-46.729082,119.5,4,3,3,2013,True,1873.53,3174566.11,Asked about pet policy in the building.
b2352c66-e164-492a-b9dc-74719cf480da,2026-09-18T17:20:01.848012,S-AC80704D,,penthouse,Vila Leopoldina,São Paulo,SP,-23.53331,-46.742782,72.8,3,3,3,1979,False,2414.36,2977987.04,
c58c27d3-a10f-4ce9-b78e-8be62e729c0f,2026-09-18T17:20:01.848110,S-B0421B35,B-68B00C71,studio,Alto de Pinheiros,São Paulo,SP,-23.537376,-46.722533,104.8,0,1,2,1998,False,1021.0,257211.69,"Interested in the view, wants to negotiate price."
120d87f6-c2da-4d60-b071-ac2932fa6804,2026-09-18T17:20:01.856424,S-1244AEC2,,penthouse,Lapa,São Paulo,SP,-23.524196,-46.699811,232.6,4,2,1,2001,False,2004.44,4647691.84,
b3d73754-61a2-415f-8c11-356c99031ec4,2026-09-18T17:20:01.856561,S-097CDD1E,B-469FBCFC,commercial,Barra Funda,São Paulo,SP,-23.531356,-46.657485,198.4,0,1,0,1991,False,833.79,2623530.2,"Interested in the view, wants to negotiate price."
44a1a878-aec6-48a9-8b58-cf69a57159de,2026-09-18T17:20:01.856644,S-9A89C94B,,house,Itaim Bibi,São Paulo,SP,-23.585776,-46.682766,169.9,5,3,0,2013,True,0.0,1841448.71,
6ca6d014-2569-4645-8090-1bfb42c3c2c5,2026-09-18T17:20:01.856771,S-6CEC11CF,B-28C77178,apartment,Cidade Ademar,São Paulo,SP,-23.670033,-46.65445,61.7,3,2,3,1994,False,737.48,1184065.64,"Very interested, likely to make an offer."
57057fef-b775-4e87-a1c2-4a697283ffe2,2026-09-18T17:20:01.856871,S-1204776B,B-D1DD92AC,apartment,Mooca,São Paulo,SP,-23.54947,-46.60247,68.6,3,1,2,2015,False,2251.6,1591315.41,"Very interested, likely to make an offer."
b1ac771f-69d5-492c-ab53-a8724462f92b,2026-09-18T17:20:01.856966,S-B3A9C159,B-4CA5E83D,house,Sacomã,São Paulo,SP,-23.610483,-46.59952,185.2,5,4,1,2015,False,0.0,4698308.08,"Very interested, likely to make an offer."
f02e81de-3cf6-4cf7-b32a-8052219a4aaf,2026-09-18T17:20:01.857041,S-D49FE81D,,house,Pirituba,São Paulo,SP,-23.492661,-46.712036,232.4,3,2,1,2012,True,0.0,1800862.74,
8081d32d-0254-41d5-a45c-f08faaabf098,2026-09-18T17:20:01.867329,S-D17C49E2,B-866ADD26,commercial,Brooklin,São Paulo,SP,-23.610334,-46.693971,58.8,0,1,2,1996,False,1320.68,1645524.71,Prefers newly renovated units only.
e3a743e4-9a56-49a7-affa-3fda43559608,2026-09-18T17:20:01.867479,S-871F44BE,B-1BBC2AC2,commercial,Mooca,São Paulo,SP,-23.545738,-46.594711,134.3,0,1,2,1978,False,1649.63,596339.2,Asked about pet policy in the building.
7d62f025-7f55-4722-90ba-960103e30886,2026-09-18T17:20:01.867558,S-49B43335,,house,Aclimação,São Paulo,SP,-23.56349,-46.63286,164.3,4,2,0,1986,True,0.0,3602068.89,
afa3c4ce-b2a9-4bb9-986f-35bc20db197e,2026-09-18T17:20:01.867636,S-ACF8996F,,apartment,Jardins,São Paulo,SP,-23.578213,-46.654133,164.4,1,2,1,1985,True,866.59,467266.05,
b5d81f8f-bdee-4c51-a50f-a9e6da6f6735,2026-09-18T17:20:01.867978,S-1CC155A4,B-BF56B0A2,house,Alto de Pinheiros,São Paulo,SP,-23.537517,-46.708277,133.1,5,3,1,2019,True,0.0,4566492.92,
cd0442aa-f175-4dd5-a5fc-5b7a7e039532,2026-09-18T17:20:01.868091,S-4E671339,B-AF644C2D,penthouse,Pinheiros,São Paulo,SP,-23.570489,-46.68712,191.7,5,3,2,1984,False,2479.53,6948274.64,
e033122a-457a-4c2f-b896-20f67c21aa60,2026-09-18T17:20:01.875276,S-DA42FC99,B-CCE2FC31,house,Paraíso,São Paulo,SP,-23.5794,-46.647279,148.7,5,2,1,2018,False,0.0,3575083.24,Requested details on condo fees.
08bd44c8-e44e-4881-81eb-3e4e76d47494,2026-09-18T17:20:01.875349,S-50F17624,,apartment,Sapopemba,São Paulo,SP,-23.613468,-46.511866,189.2,3,2,2,1993,True,516.89,1098660.86,
a4e68fdf-d8f1-4171-8aad-c646c363bb9e,2026-09-18T17:20:01.875386,S-A6E993E6,B-DFF88DEB,penthouse,Vila Leopoldina,São Paulo,SP,-23.52144,-46.745756,226.8,3,3,1,1996,True,2356.6,4934130.65,Needs parking for two cars.
8a9dd0ff-fecc-4165-a0f4-6170d2de8904,2026-09-18T17:20:01.875429,S-009E004A,,house,Santo André,São Paulo,SP,-23.656175,-46.53601,226.4,3,3,3,1999,False,0.0,4179001.97,
116d168b-8b1f-4c42-a74a-05db2e424337,2026-09-18T17:20:01.875464,S-609BF064,B-51DD13F2,studio,Morumbi,São Paulo,SP,-23.627247,-46.727075,118.4,0,1,0,1981,False,2352.85,285348.27,Needs parking for two cars.
36bd21f0-28e1-4dd3-bb48-c2e7fc2c024d,2026-09-18T17:20:01.875490,S-266D7CAA,,penthouse,Cursino,São Paulo,SP,-23.609426,-46.627195,47.7,4,2,1,2021,True,2468.06,5635793.33,
3de35ccf-483e-493a-8c4e-970ee7fcc898,2026-09-18T17:20:01.875532,S-33A55FC7,B-6FA4CB67,commercial,Liberdade,São Paulo,SP,-23.553474,-46.635434,197.9,0,1,2,1976,False,1347.63,2980389.97,Looking for a property near public transport.
39cf50dd-a683-40e3-974d-8efcf5c96a5d,2026-09-18T17:20:01.875558,S-1CDBB15E,,penthouse,Aclimação,São Paulo,SP,-23.56702,-46.62788,266.9,5,3,0,1980,False,1641.74,2570573.6,
88ecf59d-a452-4329-8166-ed8d46309e4b,2026-09-18T17:20:01.875583,S-BF2D02E0,,penthouse,Moema,São Paulo,SP,-23.603797,-46.672519,132.2,3,3,2,2012,True,368.12,6257493.55,
78e12f25-d740-4f09-b569-ec5f4deddaab,2026-09-18T17:20:01.875625,S-C8696073,B-17E8EE07,apartment,Brooklin,São Paulo,SP,-23.61614,-46.698118,38.0,4,1,3,2023,True,1785.93,2433529.41,"Interested in the view, wants to negotiate price."
35278499-ecd9-4e22-a09a-672ad084b9aa,2026-09-18T17:20:01.875652,S-059919F9,,apartment,Vila Sônia,São Paulo,SP,-23.598911,-46.732514,48.0,2,3,0,2000,True,2248.18,2120483.89,
f2d3f428-1979-4a2f-a23b-8f6d92c1f3ca,2026-09-18T17:20:01.875726,S-ED524243,B-E52BFBC5,studio,Consolação,São Paulo,SP,-23.543171,-46.662275,125.3,0,1,1,2008,False,1731.21,422020.46,
8e1bb429-5184-431e-95be-dd40ec972208,2026-09-18T17:20:01.875760,S-9A9130A3,,house,Cidade Ademar,São Paulo,SP,-23.6628,-46.654849,177.7,4,1,0,2014,True,0.0,2321304.86,
b83fbf80-4496-4a25-bb95-c0d0e7c1c66a,2026-09-18T17:20:01.875801,S-07B067A0,B-EAE12A5D,studio,Vila Mariana,São Paulo,SP,-23.589604,-46.635013,230.1,0,1,2,2014,True,610.49,367369.54,"Very interested, likely to make an offer."
aebb7059-4981-48c1-bce5-84c2cdb154bc,2026-09-18T17:20:01.875847,S-EA2B04E5,B-DC4B1E14,penthouse,Brás,São Paulo,SP,-23.543624,-46.616066,142.3,3,4,3,1989,True,848.53,2923526.54,Prefers ground floor due to mobility issues.
53e7bff5-6f36-4103-aec9-8bc02614840b,2026-09-18T17:20:01.875878,S-5660B776,B-26EFDBC9,penthouse,Morumbi,São Paulo,SP,-23.624375,-46.713503,195.4,5,4,3,2016,False,1348.74,4681834.37,
aeb9cec4-7c8a-4772-bcd2-965eda9bec73,2026-09-18T17:20:01.875902,S-0E873757,,commercial,Moema,São Paulo,SP,-23.601712,-46.662807,86.7,0,1,3,2018,False,2463.98,1905451.61,
a4fd4a29-f6b9-40d9-8bd4-b526ab359523,2026-09-18T17:20:01.875933,S-23B812E6,B-0ACD5E77,commercial,Vila Mariana,São Paulo,SP,-23.59283,-46.643053,278.0,0,1,2,1990,True,1360.03,2145497.48,Prefers newly renovated units only.
82a454aa-a98b-4d21-89b0-cafeb8ed4280,2026-09-18T17:20:01.875965,S-57048A45,B-37D7E9AB,apartment,Bom Retiro,São Paulo,SP,-23.533825,-46.635027,140.9,1,2,2,1999,True,485.37,2195107.76,Prefers newly renovated units only.
728d2aaa-b975-49c7-ace1-77eee584dc77,2026-09-18T17:20:01.875995,S-341109D8,B-AABD3D97,studio,Butantã,São Paulo,SP,-23.570371,-46.738106,239.7,0,1,2,1988,False,992.12,299430.78,"Interested in the view, wants to negotiate price."
92130024-4af1-413e-a3b5-55dd1372efa2,2026-09-18T17:20:01.876018,S-A7BDD11B,,studio,Cidade Dutra,São Paulo,SP,-23.699134,-46.660909,131.1,0,1,0,2015,True,2375.97,418717.81,
9fdd076a-cf30-4584-a4cb-70fec3ecd0d3,2026-09-18T17:20:01.876049,S-04A3645E,B-FC9D8903,house,Vila Leopoldina,São Paulo,SP,-23.519032,-46.74377,111.2,3,3,1,1997,False,0.0,4198761.91,Prefers ground floor due to mobility issues.
578cfd17-a8c5-43c8-ac37-43fa497a1eb3,2026-09-18T17:20:01.876083,S-39CC443E,B-B7EAB1BE,penthouse,Vila Madalena,São Paulo,SP,-23.556717,-46.688877,223.2,3,3,3,1975,False,1790.31,3440586.94,Requested details on condo fees.
01967503-b1a1-4a9b-8443-69183323d5d1,2026-09-18T17:20:01.876117,S-EA241523,B-F1366AA4,commercial,Paraíso,São Paulo,SP,-23.578815,-46.654696,160.1,0,1,1,2019,False,554.9,1705312.51,"Very interested, likely to make an offer."
13cc921b-e5d3-453e-bb9f-6cb61bfe76e2,2026-09-18T17:20:01.883254,S-377BD2A1,B-8503C842,penthouse,Saúde,São Paulo,SP,-23.599131,-46.634796,272.2,5,3,3,1990,False,1372.84,3489453.76,Prefers ground floor due to mobility issues.
70a6cfab-e560-4889-a00c-cd1d0f59579f,2026-09-18T17:20:01.883347,S-F00717D1,B-6752E357,penthouse,Barra Funda,São Paulo,SP,-23.531543,-46.660821,102.1,4,4,0,1983,True,467.22,5583141.66,Prefers ground floor due to mobility issues.
9ac9a31c-61ee-47c5-bf23-6dc208d3457d,2026-09-18T17:20:01.883393,S-18B56D70,B-616799CD,studio,Butantã,São Paulo,SP,-23.579118,-46.729159,203.5,0,1,3,2008,True,1044.38,382791.68,Needs parking for two cars.
b188b96d-0da8-40ce-ba4a-d7a25367f486,2026-09-18T17:20:01.883435,S-7F7F92C3,B-BDDFDE2E,commercial,Vila Sônia,São Paulo,SP,-23.592595,-46.741557,118.6,0,1,3,2003,True,1794.75,1241896.13,Concerned about noise from nearby avenue.
32d0400f-3401-445c-8908-34e54da89538,2026-09-18T17:20:01.883467,S-38F9BD7D,B-6CA507F9,studio,Santo André,São Paulo,SP,-23.666401,-46.543437,198.9,0,1,0,1977,True,2203.69,228310.2,Prefers newly renovated units only.
400d4a17-8f1a-4e1f-8ec7-8dce31afc34e,2026-09-18T17:20:01.883494,S-8354FA09,,studio,Bom Retiro,São Paulo,SP,-23.525271,-46.63745,104.7,0,1,3,2002,False,825.41,274442.29,
8fcff6fd-a503-48f6-bdfd-9525d997a13c,2026-09-18T17:20:01.883526,S-6453DF21,B-7C472A40,apartment,Campo Belo,São Paulo,SP,-23.629064,-46.661469,195.5,1,1,3,1993,False,1300.09,1973521.28,Wants to schedule a second visit with spouse.
d9e06549-f891-49f7-b09c-268a343c0375,2026-09-18T17:20:01.883555,S-40DF47EA,,commercial,Lapa,São Paulo,SP,-23.523279,-46.698862,86.2,0,1,2,1985,False,803.5,864163.1,
71947028-9ae5-4ab9-8e09-72c036a0090e,2026-09-18T17:20:01.883580,S-654FDC3F,,penthouse,Brás,São Paulo,SP,-23.53849,-46.621686,149.9,4,3,0,2024,False,1196.3,7297344.64,
efb5d784-7305-4e39-bf16-1dae751d1a3e,2026-09-18T17:20:01.883611,S-4B471E46,B-9597115A,house,Santana,São Paulo,SP,-23.509536,-46.62557,236.0,4,1,2,1986,False,0.0,3232959.61,Asked about pet policy in the building.
39f89d6f-9adc-42e0-933d-fad541eea27b,2026-09-18T17:20:01.883654,S-A59D8099,B-CD5CAB4F,apartment,Higienópolis,São Paulo,SP,-23.536748,-46.65975,235.0,3,2,2,1991,False,929.18,1827352.59,Looking for a property near public transport.
f93f8ad0-3750-4bf1-a690-4ca6f1eff37b,2026-09-18T17:20:01.883714,S-AC9AC034,B-F0BABFBB,studio,Vila Guilherme,São Paulo,SP,-23.50483,-46.59774,251.1,0,1,2,1983,True,2021.71,214751.45,Requested details on condo fees.
34579bfc-c452-4306-9433-12c74e00f511,2026-09-18T17:20:01.883759,S-63E4B9BC,B-E94112E6,penthouse,Jabaquara,São Paulo,SP,-23.651116,-46.64574,153.4,3,2,1,1976,True,1110.27,5901620.11,Prefers ground floor due to mobility issues.
d78ddf7a-22a4-4d95-985d-bd78e0a6cb97,2026-09-18T17:20:01.883784,S-BA30969B,,studio,Ipiranga,São Paulo,SP,-23.585015,-46.607506,206.2,0,1,2,2024,False,1296.78,222981.31,
72ff853f-22c6-4afc-a2f2-a70a17aeb395,2026-09-18T17:20:01.883815,S-DB4BEE94,B-16B0988B,commercial,Vila Guilherme,São Paulo,SP,-23.509111,-46.591943,187.6,0,1,3,1997,False,1286.17,1201443.95,Prefers newly renovated units only.
dee36fd3-192e-48a2-8eec-066170257103,2026-09-18T17:20:01.883849,S-E6FF42FD,B-914C20D4,commercial,Vila Sônia,São Paulo,SP,-23.589513,-46.734908,183.5,0,1,1,1999,False,755.11,1288084.46,
57d22ba8-6fa1-4318-a584-7f46633e14d8,2026-09-18T17:20:01.891217,S-EA86C685,B-C4B3EC72,studio,Casa Verde,São Paulo,SP,-23.503898,-46.654962,113.7,0,1,0,1993,True,1222.87,322725.49,Requested details on condo fees.
d2b60687-0d17-4c27-b5e6-82425c4ed693,2026-09-18T17:20:01.891360,S-612124D3,B-36FFCAFA,commercial,Jardins,São Paulo,SP,-23.57445,-46.656815,220.8,0,1,0,1981,True,817.45,1665404.74,Concerned about noise from nearby avenue.
6e96846d-c54f-479f-982c-7eaf09e02c5e,2026-09-18T17:20:01.891404,S-F154532F,B-EC3A3DEB,commercial,Santana,São Paulo,SP,-23.497702,-46.623339,160.5,0,1,1,2007,True,1414.96,2261663.38,
c7d6d539-173a-46c7-a983-8c9fb89a7ba9,2026-09-18T17:20:01.891433,S-80FF2D8C,,studio,Bela Vista,São Paulo,SP,-23.551749,-46.643132,198.1,0,1,0,2022,True,1502.7,426964.32,
2d3e3d46-7e23-4a52-a163-b4b7828696ee,2026-09-18T17:20:01.891484,S-48B54EBB,B-97C26B2E,commercial,Pinheiros,São Paulo,SP,-23.565909,-46.70096,175.9,0,1,3,1996,False,827.28,1848415.0,"Interested in the view, wants to negotiate price."
768a9530-5c69-4dd6-9a3a-c493a4c88dec,2026-09-18T17:20:01.891531,S-3B2C34F6,B-2997EBC9,studio,Brás,São Paulo,SP,-23.545602,-46.624892,170.8,0,1,3,2011,False,2437.46,200537.08,Wants to schedule a second visit with spouse.
13d4b00c-f577-4279-a8a0-356e772a1406,2026-09-18T17:20:01.891580,S-CEECFC35,B-FD025298,commercial,Cambuci,São Paulo,SP,-23.574249,-46.617145,164.1,0,1,2,2014,True,2428.79,1028876.01,Needs parking for two cars.
0ddf391d-cc08-4ee7-8de5-c669c2ce139e,2026-09-18T17:20:01.891627,S-0FED6F15,B-C5AD6191,studio,Vila Mariana,São Paulo,SP,-23.582257,-46.634671,192.7,0,1,0,1984,False,771.5,425953.64,Requested details on condo fees.
505888a0-e93b-4796-9d1a-d7fce67e150e,2026-09-18T17:20:01.891689,S-2A7529FE,B-9D94A25F,commercial,Bom Retiro,São Paulo,SP,-23.520253,-46.644085,133.0,0,1,1,1992,True,845.87,1530928.6,Requested details on condo fees.
2951762d-6e8d-4d4a-9860-df40fb9c8dd6,2026-09-18T17:20:01.891740,S-B7D61BE7,B-7A710A33,penthouse,Mandaqui,São Paulo,SP,-23.487897,-46.632696,239.6,5,3,1,2001,False,1674.34,5612077.38,Concerned about noise from nearby avenue.
0eb0ba6c-8ffe-44d1-83f1-60727ccb4633,2026-09-18T17:20:01.891788,S-418E7CBE,B-D52AFDDB,apartment,Vila Madalena,São Paulo,SP,-23.54993,-46.683826,108.6,3,4,0,2009,True,455.26,446156.17,Prefers newly renovated units only.
a6419b7c-d23f-448b-8762-8c55a5075593,2026-09-18T17:20:01.891830,S-9499E523,B-545FB654,commercial,Brás,São Paulo,SP,-23.539311,-46.623195,148.3,0,1,2,1978,False,768.55,2951224.32,
1a370389-1407-4854-b8e2-c2221ac3345b,2026-09-18T17:20:01.891868,S-5AEC4586,,house,Jardins,São Paulo,SP,-23.578515,-46.649138,181.7,3,3,2,2005,False,0.0,2570588.6,
149cfd42-9c23-4f2e-95c1-4ff80191c664,2026-09-18T17:20:01.891905,S-E626C36B,,commercial,Aclimação,São Paulo,SP,-23.571742,-46.634804,261.9,0,1,2,2005,True,472.94,416938.19,
dd4fd0ba-7864-4b2a-a241-1e7eb2c656c5,2026-09-18T17:20:01.891959,S-DC7F4393,B-B50BC01B,commercial,Consolação,São Paulo,SP,-23.545055,-46.651436,140.9,0,1,0,1989,True,1056.06,1275413.27,"Very interested, likely to make an offer."
e2959e52-4adb-490f-915b-74eb79284670,2026-09-18T17:20:01.891996,S-0D61DE38,,commercial,Vila Sônia,São Paulo,SP,-23.593704,-46.743417,45.7,0,1,1,1986,True,1730.92,1207463.95,
d0e9a722-f283-4ff7-8909-8f219d56ae9d,2026-09-18T17:20:01.892041,S-758FBD2D,B-B67B97B1,house,Brás,São Paulo,SP,-23.551846,-46.617764,154.5,3,1,3,1998,False,0.0,1085217.61,Asked about pet policy in the building.
eec0b097-3ed8-41a0-bb09-aaa3fc9d5666,2026-09-18T17:20:01.892094,S-BAF103AE,B-A7138E6A,studio,Vila Madalena,São Paulo,SP,-23.55888,-46.689656,47.2,0,1,1,1979,True,2228.81,282603.76,Looking for a property near public transport.
3fdb2b96-41d9-443f-ba35-21d4fecae441,2026-09-18T17:20:01.901297,S-A2C7757A,B-C54516BD,penthouse,Ipiranga,São Paulo,SP,-23.588491,-46.612341,51.2,3,3,2,1994,False,2026.77,4313714.28,Wants to schedule a second visit with spouse.
a9401911-e9c4-4c3e-a3a7-cd6a7b133ed4,2026-09-18T17:20:01.901394,S-A06B521F,B-87A93D85,commercial,Cambuci,São Paulo,SP,-23.56774,-46.617375,216.9,0,1,1,1992,False,365.35,2021766.12,Prefers newly renovated units only.
624a6abf-b698-42af-9fb0-c8bb5b0f6cf3,2026-09-18T17:20:01.901536,S-E8CE2076,B-002DFCD0,penthouse,Mooca,São Paulo,SP,-23.553553,-46.598431,75.4,4,2,1,1975,True,2408.97,7084056.54,"Interested in the view, wants to negotiate price."
6cad4fde-438d-4b23-9e27-cc6e2d42552d,2026-09-18T17:20:01.901574,S-669E4A04,B-174E292F,penthouse,Moema,São Paulo,SP,-23.60164,-46.663979,130.5,5,4,1,2013,True,1816.58,6347797.15,Prefers newly renovated units only.
3a77d0bf-e009-47e1-afd4-bf96367dee20,2026-09-18T17:20:01.901600,S-B8F45114,,studio,Brooklin,São Paulo,SP,-23.614741,-46.689311,122.0,0,1,0,1993,True,980.0,287960.24,
6d757ab0-a20d-4e3b-a0ed-1f851e57d44d,2026-09-18T17:20:01.901655,S-B78074F2,B-0E521796,house,Vila Sônia,São Paulo,SP,-23.593382,-46.74475,211.7,5,5,3,2013,False,0.0,776941.17,Looking for a property near public transport.
f9154721-6a68-4fa9-a44d-f622ef8c5725,2026-09-18T17:20:01.901724,S-2ED7411C,B-28DB0A4C,commercial,Vila Prudente,São Paulo,SP,-23.581711,-46.565517,179.1,0,1,1,2013,True,2173.41,2973782.32,Prefers ground floor due to mobility issues.
5e1ddca7-3e07-4a4f-801f-25e5013da206,2026-09-18T17:20:01.901757,S-25CFD18C,B-06328DAE,penthouse,Sacomã,São Paulo,SP,-23.61269,-46.587279,257.9,3,4,3,1983,False,1424.34,3808148.85,Needs parking for two cars.
9e30b712-2335-4db8-bd1c-b00c095f0baa,2026-09-18T17:20:01.901787,S-931B4862,B-AD7960C6,studio,Vila Prudente,São Paulo,SP,-23.59287,-46.57603,274.5,0,1,0,2004,False,1944.15,321018.24,Requested details on condo fees.
7880a56d-16c2-4124-a7fa-c19893de74d1,2026-09-18T17:20:01.901811,S-A660F95B,,commercial,Liberdade,São Paulo,SP,-23.552548,-46.642473,259.4,0,1,2,2003,True,464.99,547533.1,
0a7ff637-e6f9-49fb-b2e8-920b64e24340,2026-09-18T17:20:01.901852,S-C68EDF61,B-F1CC55B4,commercial,Bela Vista,São Paulo,SP,-23.555993,-46.650875,239.3,0,1,3,1979,True,2137.78,1491244.89,
8189cdb9-c080-4946-8021-655f9dc818ad,2026-09-18T17:20:01.901879,S-77E7DCA6,,apartment,Sacomã,São Paulo,SP,-23.607715,-46.592215,224.3,1,1,2,1977,False,1581.78,1240617.78,
8155a23d-acba-48ea-ab80-407db1bb6e85,2026-09-18T17:20:01.901909,S-1A9E9165,B-A31B30FB,studio,Mandaqui,São Paulo,SP,-23.490537,-46.634255,103.7,0,1,2,1996,True,1631.39,265638.86,Looking for a property near public transport.
d82c8b0e-9265-4b2f-9a47-045ccae481d9,2026-09-18T17:20:01.901940,S-6C3B9E39,B-28594486,penthouse,Liberdade,São Paulo,SP,-23.550511,-46.628617,278.5,5,2,3,1976,True,1591.02,2844632.95,Asked about pet policy in the building.
3614fca6-dab0-4d1d-b885-42a43807d203,2026-09-18T17:20:01.901971,S-809A6CF9,B-7C6FBB04,studio,Jardins,São Paulo,SP,-23.575977,-46.652983,190.8,0,1,1,2015,True,456.96,396971.98,Concerned about noise from nearby avenue.
6b505556-36c3-41a4-a691-c14bb513d1ff,2026-09-18T17:20:01.902003,S-22F8F06F,B-3FA812DB,studio,Casa Verde,São Paulo,SP,-23.507315,-46.656657,183.8,0,1,2,2010,True,1408.51,383009.95,Prefers newly renovated units only.
dc900cbe-231d-4987-8c6c-de3d01ad85c2,2026-09-18T17:20:01.902041,S-3FD22AB9,,commercial,Morumbi,São Paulo,SP,-23.627966,-46.711788,52.7,0,1,1,2019,True,1024.57,1672305.39,
